,ctdpf_ckl_seawater_temperature,practical_salinity,ctdpf_ckl_seawater_conductivity,density,Label
"(1165338.522, 1165438.526]",2.1904709999999996,34.51266486021589,3.1283762999999993,1035.3337858284729,1
"(1165438.526, 1165538.529]",2.2043720000000007,34.50967801624563,3.1286743999999977,1035.2558667876124,1
"(1165538.529, 1165638.532]",2.229461,34.50433334230119,3.1295190999999996,1035.148926281176,1
"(1165638.532, 1165738.536]",2.2485649999999993,34.500343734857026,3.1299087999999995,1035.0388878583005,1
"(1165738.536, 1165838.539]",2.262099000000001,34.49733052232853,3.129860699999999,1034.9267486995982,1
"(1165838.539, 1165938.542]",2.2833000000000006,34.49262781242507,3.130359599999999,1034.8144812278279,1
"(1165938.542, 1166038.545]",2.301509000000001,34.4886431754663,3.1306643999999983,1034.7040834103047,1
"(1166038.545, 1166138.549]",2.326355,34.482995997066354,3.131392200000002,1034.589658540546,1
"(1166138.549, 1166238.552]",2.3467280000000006,34.478525544149676,3.131831500000002,1034.477286622163,1
"(1166238.552, 1166338.555]",2.3630620000000007,34.47476672220783,3.1319823000000016,1034.366590180552,1
"(1166338.555, 1166438.559]",2.387172,34.469157357593026,3.1326543999999994,1034.2531898030009,1
"(1166438.559, 1166538.562]",2.4113079999999996,34.463812869631106,3.133356200000002,1034.140746138715,1
"(1166538.562, 1166638.565]",2.4337030000000004,34.45890811764671,3.1339339000000006,1034.0280183153313,1
"(1166638.565, 1166738.569]",2.455142,34.454093238029,3.134441800000003,1033.916235932135,1
"(1166738.569, 1166838.572]",2.4811069999999997,34.44847361937742,3.135274500000001,1033.8030401248525,1
"(1166838.572, 1166938.575]",2.4975899999999998,34.44474953542198,3.135441499999999,1033.693065314774,1
"(1166938.575, 1167038.579]",2.521281999999999,34.43946178445455,3.136102200000002,1033.5804804277961,1
"(1167038.579, 1167138.582]",2.548007,34.43354839258671,3.1369654000000016,1033.4660058889422,1
"(1167138.582, 1167238.585]",2.5726840000000006,34.42810348548981,3.137694900000002,1033.35293119957,1
