File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD:Seapoint,PAR:CTD [µE/m^2/sec]
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,4,7.5524,32.5128,25.4104,60.3,6.76,294.4,1.239,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,4,7.522,32.5127,25.4146,60.7,6.76,294.4,1.203,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,4,7.5013,32.5154,25.4196,60.1,6.77,294.7,0.7020000000000001,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,4,7.5017,32.5193,25.4226,59.6,6.78,295.2,0.336,579.9
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,4,7.5489999999999995,32.5144,25.4122,59.8,6.8,296.2,0.467,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,4,7.557,32.5149,25.4114,59.5,6.8,296.1,1.213,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,4,7.5198,32.5185,25.4194,59.7,6.78,295.4,1.264,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,4,7.4792,32.5221,25.4279,59.4,6.78,295.3,1.22,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,5,7.5526,32.5126,25.4102,60.6,6.76,294.5,1.205,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,5,7.5207,32.5131,25.4151,60.7,6.76,294.5,1.224,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,5,7.4971,32.5156,25.4203,60.3,6.76,294.3,0.7509999999999999,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,5,7.5016,32.5197,25.4229,59.6,6.78,295.1,0.34700000000000003,491.0
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,5,7.5412,32.5145,25.4133,59.7,6.8,295.9,0.514,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,5,7.5581,32.515,25.4114,59.6,6.79,295.8,1.193,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,5,7.5223,32.5183,25.4189,59.6,6.78,295.3,1.237,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,5,7.4795,32.5221,25.4279,60.2,6.79,295.6,1.2229999999999999,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,6,7.5531,32.5125,25.4101,60.5,6.78,295.1,1.19,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,6,7.5207,32.5129,25.4149,60.7,6.75,293.7,1.22,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,6,7.497000000000001,32.5156,25.4203,60.4,6.75,294.0,0.7659999999999999,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,6,7.4963,32.5195,25.4235,59.6,6.79,295.5,0.358,488.5
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,6,7.5358,32.5144,25.414,59.5,6.8,296.1,0.539,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,6,7.5596,32.5149,25.4111,59.8,6.79,295.8,1.182,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,6,7.5232,32.5184,25.4189,59.6,6.79,295.6,1.2770000000000001,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,6,7.4784,32.5224,25.4283,60.0,6.79,295.7,1.225,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,7,7.553,32.5127,25.4103,60.5,6.77,294.9,1.204,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,7,7.5224,32.5126,25.4144,60.7,6.75,294.0,1.162,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,7,7.4977,32.5157,25.4203,60.5,6.76,294.3,0.802,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,7,7.495,32.5193,25.4235,59.6,6.78,295.3,0.36200000000000004,436.1
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,7,7.5337,32.5146,25.4144,59.7,6.79,295.8,0.588,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,7,7.5595,32.5149,25.4111,59.7,6.79,295.8,1.178,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,7,7.5231,32.5184,25.4189,59.8,6.79,295.8,1.268,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,7,7.4773,32.5225,25.4285,60.0,6.79,295.7,1.22,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,8,7.5528,32.5128,25.4104,60.6,6.77,294.8,1.166,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,8,7.523,32.5125,25.4143,60.7,6.76,294.2,1.176,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,8,7.4979,32.5158,25.4204,60.5,6.77,294.8,0.86,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,8,7.4953,32.5194,25.4236,59.4,6.77,294.7,0.364,341.6
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,8,7.5313,32.5148,25.4149,59.6,6.8,295.9,0.653,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,8,7.5597,32.5148,25.410999999999998,59.7,6.8,296.2,1.189,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,8,7.5216,32.5185,25.4192,59.7,6.79,295.7,1.242,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,8,7.4785,32.5224,25.4282,60.3,6.79,295.4,1.215,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,9,7.5524,32.5128,25.4104,60.6,6.77,294.7,1.206,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,9,7.5227,32.5128,25.4146,60.7,6.76,294.2,1.18,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,9,7.4974,32.5163,25.4208,60.5,6.76,294.5,0.895,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,9,7.4945,32.5195,25.4237,59.6,6.77,294.8,0.386,326.3
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,9,7.5265,32.5152,25.4159,59.6,6.8,295.9,0.6890000000000001,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,9,7.5595,32.5149,25.4111,59.6,6.8,296.1,1.161,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,9,7.5211,32.5185,25.4193,59.9,6.79,295.6,1.264,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,9,7.4792,32.5224,25.4282,60.3,6.78,295.1,1.212,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,10,7.5518,32.5129,25.4106,60.6,6.77,294.7,1.177,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,10,7.5212,32.5132,25.4151,60.7,6.77,294.6,1.171,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,10,7.4978,32.5163,25.4208,60.5,6.77,294.6,1.011,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,10,7.4918,32.52,25.4245,59.6,6.78,295.2,0.39,335.7
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,10,7.5226,32.5153,25.4165,59.6,6.8,296.3,0.797,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,10,7.5567,32.5154,25.4119,59.8,6.81,296.4,1.186,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,10,7.5201,32.5187,25.4196,59.9,6.79,295.6,1.225,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,10,7.4794,32.5223,25.428,60.2,6.78,295.3,1.207,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,11,7.5512,32.513000000000005,25.4107,60.5,6.76,294.4,1.189,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,11,7.5208,32.5134,25.4153,60.7,6.75,294.0,1.17,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,11,7.497999999999999,32.5165,25.4209,60.5,6.77,294.9,1.103,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,11,7.4914,32.5199,25.4245,59.6,6.78,295.3,0.42200000000000004,266.1
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,11,7.519,32.5158,25.4174,59.5,6.8,296.0,0.7859999999999999,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,11,7.5551,32.5154,25.4121,59.8,6.81,296.4,1.188,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,11,7.5195,32.5189,25.4198,59.9,6.79,295.6,1.255,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,11,7.48,32.5223,25.428,60.3,6.79,295.7,1.206,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,12,7.5516,32.5129,25.4106,60.5,6.77,294.9,1.192,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,12,7.5211,32.5134,25.4153,60.7,6.74,293.6,1.207,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,12,7.497999999999999,32.5165,25.4209,60.5,6.77,294.8,1.145,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,12,7.4910000000000005,32.52,25.4246,59.6,6.78,295.2,0.455,244.7
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,12,7.517,32.5161,25.418000000000003,59.5,6.79,295.8,0.846,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,12,7.5543,32.5154,25.4122,59.6,6.81,296.6,1.198,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,12,7.5185,32.5189,25.4199,59.8,6.79,295.4,1.298,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,12,7.4819,32.5219,25.4274,60.3,6.78,295.3,1.224,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,13,7.5515,32.5128,25.4105,60.4,6.77,294.6,1.168,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,13,7.5211,32.5134,25.4153,60.7,6.75,293.7,1.242,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,13,7.4966,32.516999999999996,25.4215,60.4,6.77,294.6,1.1420000000000001,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,13,7.49,32.5199,25.4247,59.6,6.79,295.6,0.483,216.6
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,13,7.513999999999999,32.5164,25.4186,59.5,6.79,295.6,0.899,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,13,7.5534,32.5156,25.4125,59.7,6.81,296.4,1.183,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,13,7.5201,32.5187,25.4196,59.8,6.8,295.9,1.304,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,13,7.4839,32.5219,25.4271,60.3,6.79,295.8,1.209,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,14,7.5512,32.5131,25.4108,60.5,6.77,294.8,1.175,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,14,7.5221,32.5131,25.4149,60.7,6.75,293.7,1.22,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,14,7.4918,32.5177,25.4227,60.5,6.77,294.7,1.158,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,14,7.4879999999999995,32.5202,25.4252,59.5,6.79,295.4,0.501,206.7
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,14,7.5094,32.516999999999996,25.4197,59.5,6.79,295.7,0.95,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,14,7.5547,32.5154,25.4121,59.8,6.8,296.0,1.2009999999999998,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,14,7.5124,32.5196,25.4213,59.8,6.8,296.2,1.273,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,14,7.4841,32.522,25.4272,60.3,6.8,295.9,1.203,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,15,7.5520000000000005,32.5129,25.4106,60.6,6.78,295.0,1.22,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,15,7.5227,32.513000000000005,25.4147,60.7,6.75,294.1,1.207,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,15,7.4911,32.518,25.423000000000002,60.6,6.76,294.4,1.203,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,15,7.4872,32.52,25.4252,59.5,6.8,296.0,0.618,183.0
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,15,7.5025,32.5177,25.4212,59.4,6.79,295.6,0.987,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,15,7.555,32.5154,25.4121,59.7,6.8,296.1,1.244,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,15,7.5075,32.5199,25.4223,59.8,6.81,296.4,1.252,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,15,7.4844,32.522,25.4271,60.3,6.8,295.9,1.2109999999999999,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,16,7.5522,32.513000000000005,25.4106,60.6,6.77,294.7,1.209,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,16,7.5232,32.5132,25.4148,60.7,6.77,294.6,1.202,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,16,7.4903,32.5182,25.4233,60.5,6.77,294.7,1.219,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,16,7.4867,32.5202,25.4254,59.5,6.79,295.5,0.626,143.4
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,16,7.5011,32.5178,25.4215,59.4,6.8,296.1,1.021,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,16,7.5554,32.5154,25.412,59.8,6.8,296.1,1.3090000000000002,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,16,7.5122,32.5196,25.4214,59.8,6.79,295.8,1.227,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,16,7.4804,32.5223,25.4279,60.2,6.79,295.5,1.242,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,17,7.551,32.5131,25.4109,60.4,6.78,295.2,1.197,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,17,7.5221,32.5135,25.4152,60.7,6.77,294.8,1.197,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,17,7.4903,32.5182,25.4233,60.5,6.78,295.2,1.228,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,17,7.4878,32.5202,25.4252,59.5,6.78,295.2,0.63,123.9
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,17,7.5,32.518,25.4218,59.5,6.8,296.1,1.0170000000000001,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,17,7.5556,32.5155,25.4121,59.7,6.8,296.2,1.255,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,17,7.5132,32.5197,25.4213,59.8,6.8,296.1,1.229,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,17,7.4803,32.5222,25.4278,60.3,6.79,295.5,1.247,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,18,7.5501,32.5131,25.410999999999998,60.5,6.77,294.9,1.1840000000000002,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,18,7.5217,32.5137,25.4154,60.7,6.77,294.7,1.185,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,18,7.49,32.5185,25.4236,60.5,6.78,295.0,1.242,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,18,7.4881,32.5202,25.4252,59.4,6.79,295.8,0.677,116.1
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,18,7.5005,32.5178,25.4216,59.5,6.81,296.6,1.048,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,18,7.5541,32.5156,25.4124,59.8,6.8,296.1,1.226,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,18,7.5147,32.5194,25.4209,59.8,6.78,295.2,1.229,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,18,7.4814,32.5222,25.4277,60.3,6.79,295.7,1.2109999999999999,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,19,7.5459,32.5135,25.4119,60.5,6.77,294.7,1.208,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,19,7.5216,32.5148,25.4163,60.7,6.78,295.1,1.188,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,19,7.4889,32.5192,25.4243,60.5,6.77,294.7,1.315,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,19,7.4883,32.5203,25.4252,59.5,6.79,295.8,0.647,121.7
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,19,7.4993,32.5179,25.4218,59.4,6.8,296.1,1.114,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,19,7.556,32.5155,25.412,59.7,6.8,295.9,1.1909999999999998,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,19,7.5168,32.5193,25.4205,59.6,6.73,292.9,1.242,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,19,7.4798,32.5224,25.4281,60.3,6.79,295.5,1.222,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,20,7.5471,32.5134,25.4116,60.5,6.77,294.6,1.197,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,20,7.5208,32.5156,25.416999999999998,60.5,6.77,294.7,1.219,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,20,7.4889,32.5191,25.4242,60.5,6.77,294.9,1.2790000000000001,
2015-01-0091.ctd,UTC,18/02/2015, 21:49,91,50.00033,-144.9995,P26,Mid-ship,20,7.4845,32.5202,25.4257,59.5,6.79,295.8,0.782,105.7
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,20,7.4977,32.5183,25.4224,59.4,6.8,296.1,1.127,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,20,7.5438,32.5166,25.4146,59.7,6.8,296.3,1.207,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,20,7.5182,32.519,25.4201,59.7,6.77,294.7,1.225,
2015-01-0101.ctd,UTC,19/02/2015, 15:30,101,49.999829999999996,-145.0,P26,Mid-ship,20,7.4768,32.5225,25.4286,60.3,6.78,295.3,1.216,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,21,7.5485,32.5132,25.4113,60.6,6.77,294.7,1.245,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,21,7.5205,32.5159,25.4173,60.6,6.77,294.8,1.232,
