File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,184,4.227,33.6219,26.6924,67.2,3.82,166.1,0.11599999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,184,4.3121,33.5807,26.6508,67.5,4.1,178.1,0.11199999999999999,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,184,4.3676,33.561,26.6293,67.5,4.23,184.0,0.11199999999999999,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,184,4.3283,33.6021,26.6661,67.5,3.9,169.5,0.114,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,185,4.2167,33.6311,26.7008,67.2,3.78,164.5,0.11199999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,185,4.3028,33.5842,26.6546,67.5,4.07,177.0,0.11800000000000001,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,185,4.3366,33.5783,26.6463,67.5,4.02,175.0,0.1,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,185,4.2955,33.613,26.6782,67.5,3.9,169.8,0.115,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,186,4.2136,33.6338,26.7033,67.2,3.75,163.3,0.113,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,186,4.2901,33.5892,26.6599,67.5,4.03,175.4,0.128,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,186,4.3125,33.5898,26.658,67.5,4.0,174.2,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,186,4.2822,33.6164,26.6823,67.5,3.92,170.7,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,187,4.2015,33.6402,26.7096,67.2,3.75,163.1,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,187,4.2772,33.5946,26.6655,67.5,3.98,173.2,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,187,4.3026,33.5922,26.6609,67.5,3.99,173.6,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,187,4.2645,33.6205,26.6874,67.5,3.9,169.6,0.09699999999999999,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,188,4.1956,33.6491,26.7173,67.2,3.82,165.9,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,188,4.2669,33.5993,26.6703,67.5,3.95,171.7,0.113,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,188,4.2945,33.5952,26.6642,67.5,3.99,173.5,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,188,4.2544,33.625,26.691999999999997,67.5,3.93,170.8,0.106,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,189,4.256,33.6047,26.6757,67.5,3.94,171.4,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,189,4.2547,33.6091,26.6794,67.5,4.02,174.8,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,189,4.2387,33.6242,26.693,67.5,3.89,169.2,0.11199999999999999,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,190,4.2424,33.6684,26.7278,67.1,3.55,154.3,0.11800000000000001,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,190,4.2466,33.6097,26.6807,67.5,3.9,169.5,0.11800000000000001,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,190,4.2287,33.6152,26.6869,67.5,4.03,175.1,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,190,4.2282,33.6263,26.6958,67.5,3.81,165.8,0.11199999999999999,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,191,4.2347,33.6734,26.7325,67.1,3.52,153.3,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,191,4.234,33.6146,26.6859,67.5,3.92,170.4,0.133,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,191,4.2077,33.6259,26.6976,67.5,3.81,165.5,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,191,4.2336,33.631,26.699,67.4,3.76,163.5,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,192,4.2068,33.6712,26.7337,67.1,3.51,152.6,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,192,4.2221,33.6185,26.6902,67.5,3.92,170.3,0.12300000000000001,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,192,4.2039,33.6286,26.7001,67.5,3.81,165.5,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,192,4.2383,33.6376,26.7037,67.4,3.7,161.0,0.12,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,193,4.1643,33.6678,26.7354,67.1,3.5,152.4,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,193,4.2119,33.6235,26.6953,67.5,3.94,171.5,0.10800000000000001,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,193,4.2017,33.6313,26.7025,67.5,3.82,165.9,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,193,4.2223,33.6505,26.7156,67.5,3.66,159.2,0.114,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,194,4.126,33.6694,26.7406,67.2,3.53,153.6,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,194,4.2049,33.6281,26.6996,67.5,3.79,164.6,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,194,4.1964,33.634,26.7052,67.5,3.8,165.2,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,194,4.1961,33.6505,26.7184,67.5,3.63,157.7,0.11599999999999999,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,195,4.125,33.6714,26.7423,67.2,3.51,152.5,0.11199999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,195,4.2014,33.631,26.7023,67.5,3.8,165.2,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,195,4.1930000000000005,33.6356,26.7068,67.5,3.79,164.8,0.11199999999999999,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,195,4.1781,33.6518,26.7213,67.5,3.61,157.1,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,196,4.1167,33.6753,26.7463,67.2,3.53,153.4,0.113,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,196,4.1893,33.6368,26.7082,67.5,3.75,162.8,0.10099999999999999,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,196,4.1915,33.638000000000005,26.7089,67.5,3.76,163.7,0.111,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,196,4.1531,33.6595,26.73,67.5,3.62,157.5,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,197,4.1015,33.6789,26.7507,67.1,3.6,156.4,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,197,4.1819999999999995,33.6403,26.7117,67.5,3.76,163.5,0.099,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,197,4.1904,33.6411,26.7115,67.5,3.73,162.2,0.113,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,197,4.1482,33.6616,26.7321,67.5,3.63,157.8,0.10800000000000001,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,198,4.0983,33.6766,26.7492,67.2,3.39,147.6,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,198,4.1732,33.6427,26.7145,67.5,3.71,161.4,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,198,4.181,33.645,26.7155,67.5,3.71,161.1,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,198,4.144,33.6634,26.734,67.5,3.67,159.6,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,199,4.0924,33.6795,26.7521,67.2,3.42,148.8,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,199,4.1668,33.645,26.717,67.5,3.66,159.1,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,199,4.1709,33.6488,26.7196,67.5,3.66,159.3,0.121,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,199,4.1429,33.6647,26.7351,67.5,3.68,159.8,0.11800000000000001,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,200,4.0933,33.6857,26.7569,67.2,3.42,148.8,0.13699999999999998,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,200,4.1688,33.6566,26.726,67.5,3.6,156.7,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,200,4.162,33.6552,26.7256,67.5,3.65,158.8,0.125,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,200,4.1373,33.6672,26.7377,67.5,3.58,155.6,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,201,4.0935,33.688,26.7587,67.2,3.44,149.5,0.128,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,201,4.1735,33.6624,26.7302,67.5,3.62,157.4,0.109,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,201,4.1451,33.6577,26.7293,67.5,3.7,161.0,0.11199999999999999,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,201,4.1289,33.669000000000004,26.74,67.5,3.52,153.0,0.121,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,202,4.1081,33.6931,26.7613,67.2,3.45,150.0,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,202,4.1759,33.6642,26.7313,67.5,3.6,156.7,0.10800000000000001,0.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,202,4.14,33.6601,26.7318,67.5,3.63,157.7,0.115,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,202,4.1285,33.6687,26.7398,67.5,3.51,152.4,0.121,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,203,4.1841,33.6712,26.7361,67.5,3.54,153.8,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,203,4.1267,33.6692,26.7404,67.5,3.47,151.1,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,204,4.1434,33.7036,26.766,67.2,3.35,145.6,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,204,4.1614,33.672,26.739,67.5,3.49,151.7,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,204,4.1204,33.675,26.7456,67.5,3.49,151.7,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,205,4.1485,33.705,26.7666,67.2,3.28,142.7,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,205,4.1497,33.6731,26.7411,67.5,3.43,149.3,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,205,4.1173,33.6764,26.7471,67.5,3.49,151.8,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,206,4.1611,33.7097,26.769000000000002,67.1,3.22,140.0,0.11199999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,206,4.1691,33.6812,26.7456,67.5,3.42,148.6,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,206,4.114,33.6771,26.748,67.5,3.47,150.9,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,207,4.1741,33.716,26.7727,67.0,3.17,137.8,0.125,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,207,4.1733,33.689,26.7513,67.5,3.35,145.7,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,207,4.1133,33.6777,26.7485,67.6,3.43,149.1,0.11,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,208,4.1926,33.7228,26.7762,67.2,3.19,138.8,0.114,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,208,4.1818,33.6947,26.755,67.5,3.32,144.5,0.11699999999999999,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,208,4.1247,33.6817,26.7505,67.5,3.42,148.8,0.111,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,209,4.1948,33.7241,26.776999999999997,67.2,3.25,141.4,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,209,4.1969,33.7023,26.7594,67.5,3.32,144.5,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,209,4.1343,33.6919,26.7576,67.5,3.47,150.7,0.113,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,210,4.2473,33.7349,26.7801,67.2,3.03,131.9,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,210,4.1968,33.7049,26.7615,67.5,3.35,145.8,0.11599999999999999,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,210,4.1312,33.6951,26.7605,67.6,3.45,150.0,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,211,4.2721,33.7436,26.7844,67.2,3.01,130.7,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,211,4.1952,33.7055,26.7622,67.5,3.31,143.9,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,211,4.1261,33.695,26.761,67.5,3.36,146.0,0.122,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,212,4.2683,33.7464,26.787,67.2,2.97,129.1,0.11199999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,212,4.1845,33.7055,26.7633,67.5,3.31,143.8,0.114,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,212,4.1253,33.6957,26.7616,67.5,3.33,144.8,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,213,4.2665,33.7497,26.7899,67.3,2.96,128.7,0.113,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,213,4.1687,33.7046,26.7642,67.6,3.3,143.4,0.11800000000000001,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,213,4.1263,33.6969,26.7624,67.5,3.29,142.8,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,214,4.2721,33.7532,26.7921,67.3,2.94,128.0,0.124,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,214,4.1624,33.7044,26.7647,67.6,3.26,141.9,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,214,4.1263,33.699,26.7641,67.5,3.26,141.7,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,215,4.2603,33.753,26.7931,67.3,2.91,126.7,0.125,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,215,4.1567,33.705999999999996,26.7666,67.6,3.29,142.9,0.129,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,215,4.1166,33.7012,26.7669,67.5,3.24,140.9,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,216,4.2626,33.7557,26.795,67.3,2.95,128.2,0.122,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,216,4.1524,33.7069,26.7677,67.6,3.24,140.8,0.12300000000000001,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,216,4.1201,33.7108,26.7741,67.6,3.19,138.7,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,217,4.2692,33.7571,26.7955,67.3,2.97,129.2,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,217,4.1514,33.7082,26.7688,67.6,3.25,141.4,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,217,4.1266,33.7144,26.7763,67.6,3.18,138.4,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,218,4.2682,33.757,26.7955,67.3,2.91,126.5,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,218,4.1503,33.7095,26.77,67.6,3.25,141.4,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,218,4.1212,33.719,26.7805,67.6,3.14,136.7,0.114,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,219,4.2675,33.7578,26.7962,67.4,2.9,126.2,0.11599999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,219,4.1494,33.713,26.7729,67.6,3.27,142.2,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,219,4.1232,33.7246,26.7848,67.5,3.1,134.8,0.11,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,220,4.2667,33.7581,26.7965,67.4,2.88,125.3,0.114,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,220,4.1724,33.7213,26.7771,67.6,2.99,130.1,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,220,4.1193,33.7281,26.788,67.7,3.05,132.5,0.115,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,221,4.2666,33.7589,26.7972,67.4,2.87,124.9,0.11599999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,221,4.1875,33.7338,26.7855,67.6,2.99,130.0,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,221,4.1199,33.732,26.791,67.7,3.0,130.5,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,222,4.2687,33.7601,26.7979,67.4,2.84,123.6,0.114,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,222,4.2077,33.7441,26.7915,67.6,2.97,129.0,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,222,4.1607,33.7431,26.7956,67.6,2.96,128.6,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,223,4.2668,33.7621,26.7997,67.4,2.83,122.9,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,223,4.2068,33.7457,26.7929,67.7,2.94,128.0,0.114,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,223,4.1682,33.7469,26.7979,67.1,2.95,128.3,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,224,4.2545,33.7628,26.8015,67.4,2.82,122.7,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,224,4.2046,33.7464,26.7937,67.7,2.91,126.7,0.114,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,224,4.1621,33.7465,26.7982,67.5,2.94,127.8,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,225,4.2397,33.7632,26.8034,67.4,2.8,121.9,0.11199999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,225,4.2059,33.7484,26.7952,67.7,2.82,122.5,0.115,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,225,4.1610000000000005,33.7489,26.8002,67.7,2.92,126.7,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,226,4.2339,33.764,26.8046,67.4,2.77,120.7,0.12300000000000001,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,226,4.2505,33.7574,26.7977,67.7,2.77,120.6,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,226,4.1483,33.7501,26.8025,67.7,2.92,126.9,0.109,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,227,4.2227,33.7651,26.8067,67.4,2.77,120.4,0.114,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,227,4.2832,33.7684,26.803,67.7,2.74,119.1,0.109,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,227,4.137,33.7492,26.8029,67.7,2.89,125.8,0.11599999999999999,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,228,4.1889,33.7633,26.8088,67.4,2.77,120.3,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,228,4.2741,33.769,26.8044,67.7,2.75,119.8,0.11699999999999999,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,228,4.1027,33.7473,26.8049,67.7,2.86,124.3,0.129,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,229,4.1513,33.7623,26.8119,67.4,2.79,121.1,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,229,4.2711,33.7696,26.8052,67.7,2.75,119.7,0.114,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,229,4.0861,33.7471,26.8065,67.7,2.84,123.6,0.125,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,230,4.1465,33.7628,26.8128,67.4,2.78,121.0,0.109,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,230,4.2748,33.7708,26.8058,67.7,2.77,120.6,0.11900000000000001,0.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,230,4.1012,33.7516,26.8085,67.7,2.81,122.0,0.124,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,231,4.2767,33.7736,26.8078,67.7,2.67,116.0,0.11199999999999999,0.0
