File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1642.0,2.1985,34.5328,27.6072,67.9,0.69,30.2,0.036000000000000004,0.145,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1642.0,2.2063,34.5312,27.6053,67.7,0.69,29.9,0.037000000000000005,0.141,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1642.0,2.1908,34.534,27.6088,67.9,0.71,30.8,0.037000000000000005,0.152,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1643.0,2.1846,34.536,27.6109,67.9,0.7,30.6,0.024,0.147,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1643.0,2.1973,34.5332,27.6076,67.9,0.69,29.9,0.032,0.124,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1643.0,2.2059,34.5312,27.6053,67.7,0.69,29.9,0.03,0.153,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1643.0,2.1906,34.5339,27.6087,67.9,0.71,30.9,0.037000000000000005,0.151,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1644.0,2.1824,34.5363,27.6113,67.9,0.71,30.7,0.024,0.129,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1644.0,2.1957,34.5336,27.608,67.9,0.69,30.1,0.033,0.133,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1644.0,2.2054,34.5313,27.6054,67.6,0.69,29.9,0.035,0.14400000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1644.0,2.1904,34.5341,27.6089,67.8,0.71,31.0,0.037000000000000005,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1644.9,2.1815,34.5365,27.6115,67.9,0.71,30.7,0.024,0.14400000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1645.0,2.195,34.5338,27.6083,67.9,0.69,30.1,0.036000000000000004,0.11900000000000001,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1645.0,2.2049,34.5313,27.6055,67.7,0.69,30.2,0.034,0.14,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1645.0,2.1897,34.5345,27.6093,67.9,0.72,31.3,0.037000000000000005,0.14400000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1646.0,2.1807,34.5368,27.6118,67.9,0.71,30.9,0.024,0.138,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1646.0,2.1944,34.5338,27.6083,67.9,0.69,30.0,0.032,0.128,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1646.0,2.2044,34.5315,27.6057,67.3,0.69,30.0,0.036000000000000004,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1646.0,2.1886,34.5347,27.6095,67.8,0.72,31.3,0.037000000000000005,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1647.0,2.1793,34.5374,27.6124,67.8,0.71,31.0,0.024,0.142,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1647.0,2.193,34.5342,27.6087,67.9,0.69,30.1,0.032,0.146,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1647.0,2.2034,34.5317,27.6059,67.7,0.69,30.2,0.032,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1647.0,2.1851,34.5357,27.6106,67.8,0.71,31.1,0.037000000000000005,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1648.0,2.1774,34.5377,27.6128,67.8,0.71,30.9,0.024,0.155,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1648.0,2.1917,34.5346,27.6092,67.8,0.69,30.2,0.031,0.157,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1648.0,2.2034,34.5316,27.6058,67.7,0.69,30.1,0.037000000000000005,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1648.0,2.1828,34.536,27.611,67.8,0.72,31.3,0.037000000000000005,0.154,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1648.9,2.1762,34.5378,27.613000000000003,67.9,0.71,30.9,0.031,0.147,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1649.0,2.191,34.5347,27.6093,67.9,0.69,30.1,0.036000000000000004,0.161,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1649.0,2.2029,34.5321,27.6063,67.7,0.69,30.0,0.031,0.153,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1649.0,2.1826,34.5358,27.6109,67.9,0.72,31.1,0.037000000000000005,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1650.0,2.1909,34.5349,27.6095,67.9,0.7,30.6,0.037000000000000005,0.14800000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1650.0,2.2024,34.5323,27.6065,67.7,0.69,30.2,0.037000000000000005,0.141,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1650.2,2.1826,34.5359,27.611,67.8,0.73,31.5,0.037000000000000005,0.14,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1651.0,2.1751,34.5381,27.6133,67.9,0.72,31.1,0.024,0.153,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1651.0,2.1907,34.5348,27.6094,67.9,0.7,30.5,0.03,0.142,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1651.0,2.202,34.5324,27.6066,67.7,0.69,30.2,0.036000000000000004,0.149,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1651.0,2.1823,34.5362,27.6112,67.9,0.72,31.3,0.037000000000000005,0.145,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1652.0,2.1749,34.5383,27.6135,67.9,0.72,31.1,0.024,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1652.0,2.1905,34.535,27.6096,67.9,0.69,30.2,0.024,0.136,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1652.0,2.2016,34.5324,27.6066,67.7,0.69,30.2,0.031,0.141,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1652.0,2.1819,34.5362,27.6113,67.9,0.72,31.3,0.037000000000000005,0.134,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1652.8,2.2012,34.5323,27.6066,67.7,0.69,30.1,0.037000000000000005,0.133,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1653.0,2.1747,34.5383,27.6135,67.9,0.72,31.2,0.024,0.156,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1653.0,2.1898,34.535,27.6096,67.9,0.7,30.3,0.032,0.141,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1653.0,2.1808,34.5365,27.6116,67.8,0.72,31.3,0.037000000000000005,0.14,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1653.9,2.1798,34.5365,27.6117,67.9,0.72,31.4,0.037000000000000005,0.157,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1654.0,2.1892,34.5351,27.6098,67.9,0.7,30.4,0.037000000000000005,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1654.1,2.174,34.5385,27.6137,67.9,0.71,31.0,0.024,0.14,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1654.7,2.1881,34.5351,27.6099,67.9,0.7,30.3,0.028999999999999998,0.142,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1655.0,2.2004,34.5326,27.6069,67.7,0.7,30.5,0.037000000000000005,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1655.0,2.1801,34.5365,27.6116,67.9,0.72,31.3,0.037000000000000005,0.126,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1655.1,2.1733,34.5385,27.6138,67.9,0.72,31.1,0.024,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1656.0,2.1722,34.5389,27.6142,67.9,0.72,31.2,0.024,0.152,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1656.0,2.1994,34.5327,27.607,67.7,0.7,30.4,0.031,0.151,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1656.0,2.1803,34.5366,27.6117,67.9,0.72,31.3,0.037000000000000005,0.14400000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1656.1,2.1875,34.5355,27.6102,67.9,0.71,30.8,0.035,0.14400000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1657.0,2.1711,34.539,27.6144,67.9,0.72,31.4,0.024,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1657.0,2.1874,34.5355,27.6102,67.9,0.71,30.8,0.037000000000000005,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1657.0,2.1792,34.5368,27.6119,67.9,0.72,31.3,0.037000000000000005,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1657.1,2.1987,34.5327,27.6071,67.7,0.7,30.5,0.031,0.156,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1657.9,2.1968,34.5332,27.6076,67.7,0.71,30.7,0.032,0.14400000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1658.0,2.1709,34.539,27.6144,67.9,0.73,31.5,0.024,0.13699999999999998,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1658.0,2.1868,34.5359,27.6106,67.9,0.71,30.8,0.03,0.127,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1658.0,2.1791,34.5369,27.612,67.9,0.72,31.3,0.037000000000000005,0.146,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1659.0,2.1711,34.5388,27.6142,67.9,0.72,31.4,0.024,0.127,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1659.0,2.1857,34.5361,27.6109,67.9,0.71,31.0,0.034,0.129,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1659.0,2.1963,34.5334,27.6078,67.7,0.71,30.7,0.034,0.13,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1659.0,2.1784,34.537,27.6122,67.9,0.72,31.1,0.037000000000000005,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1660.0,2.1833,34.5365,27.6114,67.9,0.72,31.1,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1660.0,2.1948,34.5337,27.6082,67.7,0.71,30.7,0.033,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1660.0,2.1767,34.5375,27.6127,67.9,0.72,31.2,0.037000000000000005,0.155,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1660.3,2.1713,34.5387,27.6141,67.9,0.73,31.5,0.024,0.146,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1661.0,2.1706,34.5392,27.6146,67.9,0.72,31.5,0.024,0.14,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1661.0,2.1801,34.5369,27.612,67.9,0.71,31.0,0.037000000000000005,0.13,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1661.0,2.1763,34.5377,27.6129,67.9,0.72,31.2,0.037000000000000005,0.14300000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1661.1,2.1917,34.5343,27.6089,67.7,0.71,30.8,0.035,0.14,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1662.0,2.1679,34.5396,27.6151,67.9,0.73,31.8,0.024,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1662.0,2.1912,34.5344,27.6091,67.7,0.71,30.9,0.033,0.138,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1662.0,2.1753,34.5381,27.6133,67.9,0.72,31.3,0.037000000000000005,0.147,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1662.1,2.1796,34.537,27.6121,67.9,0.71,30.9,0.037000000000000005,0.133,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1663.0,2.1675,34.5396,27.6151,67.9,0.73,31.9,0.024,0.131,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1663.0,2.1906,34.5346,27.6093,67.7,0.71,30.9,0.036000000000000004,0.149,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1663.0,2.1739,34.5383,27.6136,67.9,0.72,31.4,0.037000000000000005,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1663.1,2.1786,34.5371,27.6122,67.9,0.71,30.9,0.035,0.126,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1664.0,2.1662,34.54,27.6156,67.8,0.73,31.6,0.024,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1664.0,2.1777,34.5374,27.6126,67.9,0.72,31.2,0.035,0.122,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1664.0,2.1902,34.5349,27.6095,67.7,0.72,31.1,0.035,0.146,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1664.0,2.173,34.5384,27.6137,67.9,0.72,31.4,0.037000000000000005,0.155,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1665.0,2.1653,34.54,27.6156,67.8,0.73,31.8,0.024,0.138,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1665.0,2.1771,34.5377,27.6128,67.9,0.72,31.4,0.03,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1665.0,2.1885,34.5351,27.6098,67.7,0.71,30.9,0.024,0.14400000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1665.0,2.1719999999999997,34.5384,27.6138,67.8,0.73,31.6,0.036000000000000004,0.131,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1665.8,2.1649,34.54,27.6157,67.9,0.74,31.9,0.024,0.147,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1665.9,2.1704,34.5389,27.6143,67.9,0.73,31.7,0.037000000000000005,0.131,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1666.0,2.1755,34.5382,27.6134,67.9,0.72,31.5,0.034,0.154,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1666.0,2.1879,34.5353,27.61,67.7,0.71,30.9,0.031,0.152,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1666.9,2.1647,34.5401,27.6158,67.9,0.73,31.9,0.026000000000000002,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1667.0,2.1729,34.5387,27.614,67.9,0.73,31.6,0.037000000000000005,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1667.0,2.1875,34.5354,27.6102,67.7,0.71,31.0,0.034,0.14400000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1667.0,2.1673,34.5397,27.6152,67.9,0.73,31.9,0.037000000000000005,0.135,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1667.7,2.1873,34.5354,27.6102,67.7,0.71,30.9,0.032,0.147,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1668.0,2.1647,34.5402,27.6158,67.9,0.74,32.1,0.027999999999999997,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1668.0,2.1715,34.539,27.6143,67.9,0.73,31.5,0.025,0.147,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1668.0,2.1665,34.5398,27.6154,67.9,0.74,31.9,0.037000000000000005,0.129,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1668.9,2.1872,34.5355,27.6103,67.7,0.71,30.8,0.027000000000000003,0.156,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1669.0,2.1641,34.5403,27.616,67.9,0.74,32.1,0.024,0.134,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1669.0,2.1702,34.5392,27.6146,67.9,0.73,31.5,0.037000000000000005,0.15,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1669.0,2.1658,34.5398,27.6154,67.9,0.74,32.0,0.037000000000000005,0.134,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1670.0,2.1629,34.5406,27.6163,67.9,0.74,32.1,0.024,0.156,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1670.0,2.1691,34.5394,27.6148,67.9,0.73,31.6,0.036000000000000004,0.145,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1670.0,2.1862,34.5359,27.6107,67.6,0.71,30.8,0.031,0.145,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1670.0,2.1644,34.5401,27.6158,67.9,0.74,32.0,0.037000000000000005,0.138,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1671.0,2.1625,34.5407,27.6164,67.9,0.74,32.2,0.024,0.16899999999999998,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1671.0,2.1676,34.5397,27.6152,67.9,0.73,31.8,0.033,0.134,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1671.0,2.1845,34.5365,27.6113,67.7,0.71,30.7,0.032,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1671.0,2.1636,34.5402,27.6159,67.6,0.74,32.2,0.037000000000000005,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1672.0,2.1625,34.5407,27.6164,67.9,0.74,32.3,0.027999999999999997,0.13699999999999998,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1672.0,2.1665,34.5397,27.6153,67.9,0.74,32.1,0.037000000000000005,0.139,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1672.0,2.1836,34.5366,27.6114,67.7,0.71,30.7,0.033,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1672.0,2.1628,34.5404,27.6162,67.4,0.74,32.2,0.037000000000000005,0.134,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1672.9,2.1831,34.5365,27.6114,67.7,0.71,30.8,0.026000000000000002,0.132,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1673.0,2.1623,34.5407,27.6164,67.9,0.74,32.2,0.024,0.135,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1673.0,2.166,34.5399,27.6155,67.9,0.73,31.9,0.032,0.139,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1673.0,2.1619,34.5406,27.6164,67.9,0.75,32.4,0.037000000000000005,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1674.0,2.1613,34.5408,27.6166,67.9,0.75,32.5,0.024,0.129,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1674.0,2.1655,34.54,27.6156,67.9,0.74,31.9,0.032,0.14800000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1674.0,2.1609,34.5409,27.6167,67.9,0.74,32.1,0.037000000000000005,0.157,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1674.4,2.1808,34.5372,27.6121,67.6,0.72,31.3,0.037000000000000005,0.147,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1675.0,2.1599,34.5411,27.616999999999997,67.9,0.75,32.5,0.024,0.134,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1675.0,2.1645,34.5403,27.6159,67.9,0.74,31.9,0.028999999999999998,0.146,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1675.0,2.1804,34.5372,27.6122,67.6,0.72,31.3,0.037000000000000005,0.156,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1675.0,2.1606,34.5409,27.6167,67.9,0.74,32.2,0.037000000000000005,0.129,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1675.8,2.1605,34.5408,27.6167,67.9,0.75,32.4,0.037000000000000005,0.152,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1676.0,2.1584,34.5414,27.6173,67.9,0.75,32.6,0.024,0.139,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1676.0,2.1639,34.5403,27.616,67.9,0.74,32.1,0.031,0.13699999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1676.0,2.1792,34.5376,27.6126,67.7,0.72,31.5,0.037000000000000005,0.138,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1676.9,2.1602,34.541,27.6169,67.9,0.75,32.5,0.037000000000000005,0.146,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1677.0,2.1575,34.5417,27.6176,67.9,0.75,32.7,0.024,0.166,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1677.0,2.1634,34.5406,27.6163,67.9,0.74,32.3,0.035,0.149,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1677.0,2.1781,34.5378,27.6128,67.7,0.73,31.5,0.037000000000000005,0.136,
