File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1727.0,2.1712,34.5401,27.6152,,0.72,31.1,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1728.0,2.188,34.5367,27.6112,,0.69,30.1,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1728.0,2.1713,34.5403,27.6154,,0.72,31.4,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1729.0,2.1877,34.5367,27.6112,,0.69,30.2,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1729.0,2.1712,34.5401,27.6152,,0.72,31.4,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1730.0,2.1871,34.5369,27.6114,,0.7,30.3,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1730.0,2.1704,34.5403,27.6155,,0.72,31.2,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1731.0,2.1865,34.5371,27.6116,,0.7,30.3,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1731.0,2.1705,34.5403,27.6155,,0.71,31.1,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1732.0,2.1866,34.5371,27.6116,,0.7,30.3,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1732.0,2.1693,34.5405,27.6157,,0.72,31.1,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1733.0,2.1866,34.5372,27.6117,,0.7,30.2,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1733.0,2.1668,34.541,27.6163,,0.72,31.3,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1734.0,2.1858,34.5373,27.6118,,0.7,30.5,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1734.0,2.1649,34.5414,27.6168,,0.73,31.7,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1734.7,2.1635,34.5416,27.6171,,0.72,31.3,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1734.8,2.185,34.5373,27.6119,,0.71,30.8,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1737.3,2.1816,34.5378,27.6126,,0.7,30.4,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1737.3,2.1626,34.5419,27.6174,,0.73,31.6,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1738.0,2.1786,34.5383,27.6132,,0.7,30.6,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1738.0,2.1616,34.5421,27.6176,,0.73,31.7,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1739.0,2.1766,34.5385,27.6135,,0.72,31.2,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1739.0,2.1609,34.5423,27.6178,,0.74,32.0,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1740.0,2.1757,34.5388,27.6138,,0.72,31.5,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1740.0,2.1607,34.5424,27.6179,,0.73,31.9,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1741.0,2.175,34.5389,27.614,,0.73,31.6,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1741.0,2.1608,34.5422,27.6178,,0.73,31.8,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1742.0,2.1734,34.5394,27.6145,,0.73,31.6,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1742.0,2.1605,34.5425,27.618000000000002,,0.74,32.1,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1743.0,2.1717,34.5396,27.6148,,0.73,31.8,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1743.0,2.16,34.5425,27.6181,,0.74,32.0,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1743.9,2.1708,34.5399,27.6151,,0.74,32.0,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1744.0,2.1598,34.5425,27.6181,,0.73,31.8,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1745.0,2.1595,34.5427,27.6183,,0.74,32.1,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1746.0,2.1593,34.5427,27.6183,,0.74,32.4,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1747.0,2.1582,34.5428,27.6185,,0.74,32.1,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1747.2,2.1703,34.5401,27.6153,,0.73,31.9,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1748.0,2.1703,34.54,27.6152,,0.73,31.8,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1749.0,2.1702,34.5401,27.6153,,0.74,32.2,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1750.0,2.1704,34.54,27.6152,,0.74,32.1,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1750.0,2.1557,34.5436,27.6193,,0.74,32.2,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1751.0,2.1702,34.54,27.6152,,0.74,32.1,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1751.0,2.1535,34.544000000000004,27.6198,,0.74,32.2,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1752.0,2.1693,34.5402,27.6155,,0.73,31.9,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1752.0,2.1529,34.544000000000004,27.6198,,0.74,32.0,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1753.0,2.1531,34.5441,27.6199,,0.74,32.3,0.055999999999999994,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1753.1,2.1676,34.5407,27.616,,0.74,32.2,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1753.9,2.1527,34.5441,27.6199,,0.75,32.6,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1756.1,2.165,34.5416,27.6169,,0.74,32.3,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1756.4,2.1523,34.5442,27.6201,,0.75,32.5,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1757.0,2.1631,34.5418,27.6173,,0.74,32.0,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1757.0,2.1516,34.5442,27.6201,,0.75,32.5,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1758.0,2.1618,34.5422,27.6177,,0.74,32.1,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1758.0,2.1491,34.5449,27.6209,,0.76,32.9,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1759.0,2.1613,34.542,27.6176,,0.74,32.3,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1759.0,2.1478,34.5453,27.6213,,0.76,33.0,0.055999999999999994,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1760.0,2.1612,34.5421,27.6177,,0.75,32.5,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1760.0,2.146,34.5456,27.6217,,0.75,32.8,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1761.0,2.1455,34.5455,27.6216,,0.75,32.5,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1761.1,2.161,34.5423,27.6178,,0.76,32.9,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1761.5,2.1612,34.5419,27.6175,,0.75,32.6,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1762.0,2.1445,34.5456,27.6218,,0.75,32.6,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1763.0,2.1427,34.5459,27.6222,,0.76,33.1,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1763.6,2.1419,34.5462,27.6225,,0.77,33.6,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1764.3,2.1605,34.5425,27.618000000000002,,0.74,32.4,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1765.0,2.1598,34.5426,27.6182,,0.75,32.6,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1766.0,2.1579,34.543,27.6186,,0.76,32.8,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1766.3,2.1444,34.5465,27.6225,,0.77,33.4,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1767.0,2.1571,34.5431,27.6188,,0.76,33.0,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1767.0,2.1407,34.5467,27.623,,0.76,33.1,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1768.0,2.1564,34.5433,27.619,,0.75,32.6,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1768.0,2.1395,34.5469,27.6233,,0.76,32.9,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1769.0,2.1547,34.5435,27.6193,,0.75,32.7,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1769.0,2.1378,34.5474,27.6238,,0.76,32.9,0.055999999999999994,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1770.0,2.154,34.5436,27.6194,,0.76,33.2,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1770.0,2.1364,34.5475,27.624000000000002,,0.77,33.5,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1770.6,2.1532,34.5441,27.6199,,0.76,33.1,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1771.0,2.133,34.5479,27.6246,,0.78,33.7,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1772.0,2.1318,34.5482,27.6249,,0.78,34.0,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1773.0,2.1317,34.5482,27.6249,,0.79,34.4,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1773.8,2.1314,34.5484,27.6251,,0.8,34.7,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1774.1,2.1515,34.5444,27.6203,,0.76,32.9,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1775.0,2.151,34.5445,27.6204,,0.76,33.0,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1776.0,2.1508,34.5445,27.6204,,0.77,33.6,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1777.0,2.1499,34.5448,27.6207,,0.77,33.4,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1778.0,2.1492,34.545,27.6209,,0.77,33.4,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1778.1,2.129,34.5493,27.625999999999998,,0.78,34.0,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1779.0,2.1483,34.5453,27.6213,,0.76,32.9,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1779.0,2.1284,34.5492,27.625999999999998,,0.78,34.0,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1780.0,2.1473,34.5454,27.6214,,0.76,33.1,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1780.0,2.1278,34.5494,27.6262,,0.79,34.4,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1781.0,2.1469,34.5456,27.6216,,0.77,33.4,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1781.0,2.1278,34.5494,27.6262,,0.8,34.7,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1782.0,2.1267,34.5496,27.6264,,0.8,34.6,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1782.3,2.1467,34.5459,27.6219,,0.76,32.8,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1782.6,2.1467,34.5459,27.6219,,0.74,32.4,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1783.0,2.1238,34.5502,27.6272,,0.8,34.7,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1784.0,2.1238,34.5498,27.6268,,0.79,34.2,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1784.3,2.1458,34.546,27.622,,0.77,33.2,0.055999999999999994,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1785.0,2.14,34.5471,27.6234,,0.77,33.5,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1785.0,2.1223,34.5504,27.6274,,0.8,34.7,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1786.0,2.136,34.5479,27.6243,,0.78,33.7,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1786.1,2.1225,34.5502,27.6273,,0.81,35.0,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1786.6,2.1222,34.5503,27.6274,,0.8,34.8,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1787.0,2.1343,34.548,27.6246,,0.76,33.2,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1788.0,2.1326,34.5483,27.6249,,0.78,33.7,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1789.0,2.1326,34.5483,27.6249,,0.78,34.0,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1789.4,2.1227,34.5508,27.6277,,0.81,35.3,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1790.0,2.1326,34.5481,27.6248,,0.79,34.4,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1790.0,2.1216,34.5509,27.6279,,0.81,35.1,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1790.6,2.1322,34.5485,27.6251,,0.79,34.5,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1791.0,2.1211,34.551,27.628,,0.8,34.9,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1792.0,2.1208,34.5511,27.6281,,0.81,35.0,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1793.0,2.1206,34.5509,27.628,,0.8,34.8,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1794.0,2.1201,34.5508,27.6279,,0.8,34.8,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1794.1,2.1319,34.5486,27.6252,,0.79,34.5,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1795.0,2.1308,34.5489,27.6256,,0.8,34.5,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1795.0,2.1197,34.551,27.6281,,0.81,35.0,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1795.9,2.1193,34.551,27.6282,,0.81,35.1,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1796.0,2.1304,34.5489,27.6256,,0.8,34.5,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1797.0,2.1305,34.549,27.6257,,0.79,34.5,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1797.0,2.1186,34.5513,27.6285,,0.81,35.2,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1797.7,2.1191,34.551,27.6282,,0.81,35.4,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1798.0,2.1302,34.549,27.6257,,0.8,34.5,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1799.0,2.1294,34.5491,27.6258,,0.8,34.5,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1799.8,2.117,34.5517,27.6289,,0.82,35.8,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1800.1,2.129,34.5492,27.6259,,0.8,34.6,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1800.6,2.1291,34.5493,27.625999999999998,,0.8,34.6,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1801.1,2.1151,34.552,27.6293,,0.81,35.3,0.055999999999999994,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1802.0,2.1301,34.549,27.6257,,0.79,34.5,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1802.0,2.1148,34.5521,27.6294,,0.82,35.6,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1802.6,2.13,34.5491,27.6258,,0.79,34.5,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1803.0,2.1148,34.5521,27.6294,,0.83,36.0,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1804.0,2.1148,34.552,27.6293,,0.82,35.7,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1804.2,2.1292,34.5495,27.6262,,0.79,34.4,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1805.0,2.1282,34.5495,27.6262,,0.79,34.3,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1805.0,2.1145,34.552,27.6293,,0.82,35.6,0.059000000000000004,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1806.0,2.1272,34.5498,27.6266,,0.8,34.5,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1806.0,2.1137,34.5524,27.6297,,0.82,35.6,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1806.8,2.1258,34.55,27.6268,,0.8,34.8,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1807.0,2.1126,34.5525,27.6299,,0.82,35.6,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1807.8,2.1117,34.5528,27.6302,,0.82,35.6,0.055999999999999994,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1811.1,2.1233,34.5505,27.6274,,0.81,35.2,0.055999999999999994,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1811.2,2.1111,34.553000000000004,27.6304,,0.82,35.8,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1812.0,2.1225,34.5507,27.6277,,0.81,35.1,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1812.0,2.1102,34.5531,27.6306,,0.82,35.8,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1813.0,2.1215,34.5509,27.6279,,0.81,35.0,0.057999999999999996,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1813.0,2.1092,34.5532,27.6307,,0.83,35.9,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1813.5,2.1216,34.5509,27.6279,,0.81,35.0,0.059000000000000004,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1814.0,2.1088,34.5535,27.631,,0.83,35.9,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1815.0,2.108,34.5538,27.6313,,0.83,35.9,0.057,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1815.1,2.1186,34.5517,27.6288,,0.81,35.2,0.057999999999999996,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,1816.0,2.1183,34.5515,27.6286,,0.82,35.7,0.057,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,1816.0,2.1067,34.5539,27.6315,,0.83,36.0,0.057,,
