File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,16,9.7673,31.5522,24.3248,35.7,4.28,186.4,2.3040000000000003,6.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,17,9.44,31.6514,24.4545,37.3,4.22,184.0,2.013,5.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,18,8.9887,31.7998,24.6408,41.9,4.15,180.7,1.67,3.9
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,19,8.9221,31.8205,24.6672,45.8,4.02,175.0,1.5030000000000001,2.8
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,20,8.8106,31.8504,24.7076,47.3,3.95,172.1,1.295,2.2
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,21,8.6633,31.9175,24.7824,49.6,3.9,170.1,1.123,1.8
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,22,8.5904,31.9491,24.8181,50.9,3.86,168.2,0.9990000000000001,1.6
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,23,8.536,31.9747,24.8463,51.6,3.84,167.4,0.929,1.4
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,24,8.4997,32.0023,24.8733,51.9,3.83,166.7,0.897,1.3
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,25,8.4579,32.0296,24.9009,52.3,3.82,166.2,0.847,1.2
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,26,8.4381,32.04,24.912,52.6,3.81,165.8,0.8170000000000001,1.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,27,8.4185,32.0483,24.9214,52.5,3.8,165.7,0.7759999999999999,1.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,28,8.4048,32.063,24.9349,52.7,3.79,165.3,0.769,1.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,29,8.3871,32.0768,24.9484,52.6,3.77,164.3,0.758,1.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,30,8.3793,32.086,24.9567,52.5,3.71,161.8,0.74,0.9
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,31,8.3633,32.0986,24.969,52.6,3.62,157.6,0.72,0.7
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,32,8.3229,32.1352,25.0036,52.7,3.57,155.5,0.718,0.6
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,33,8.2527,32.1985,25.0635,52.7,3.56,154.8,0.705,0.5
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,34,8.1836,32.2598,25.1217,52.7,3.55,154.4,0.701,0.4
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,35,8.1716,32.2699,25.1314,52.8,3.54,154.1,0.6890000000000001,0.4
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,36,8.1621,32.2782,25.1393,52.9,3.52,153.5,0.693,0.4
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,37,8.1486,32.2922,25.1522,52.8,3.49,152.2,0.696,0.3
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,38,8.1332,32.3084,25.1672,52.8,3.46,150.5,0.696,0.3
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,39,8.1264,32.3132,25.1719,52.8,3.44,149.8,0.688,0.2
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,40,8.1086,32.3328,25.1899,52.8,3.44,149.6,0.696,0.2
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,41,8.0559,32.3933,25.245,52.8,3.42,149.0,0.6859999999999999,0.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,42,8.0381,32.4132,25.2632,52.8,3.36,146.3,0.684,0.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,43,8.0314,32.4278,25.2756,52.8,3.27,142.3,0.701,0.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,44,8.0235,32.4686,25.3088,52.5,3.19,139.0,0.75,0.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,45,7.9599,32.5685,25.3964,52.1,3.15,137.3,0.737,0.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,46,7.8234,32.6587,25.4868,52.5,3.13,136.2,0.6970000000000001,0.1
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,47,7.7684,32.7109,25.5356,53.5,3.09,134.4,0.674,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,48,7.7035,32.7746,25.5949,53.7,3.04,132.5,0.649,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,49,7.6491,32.8377,25.6522,54.1,3.01,131.2,0.633,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,50,7.6183,32.8746,25.6855,54.3,3.0,130.8,0.6409999999999999,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,51,7.5889,32.908,25.7159,54.4,3.0,130.4,0.624,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,52,7.567,32.9313,25.7373,54.5,2.98,129.7,0.623,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,53,7.5617,32.9372,25.7427,54.5,2.96,128.9,0.617,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,54,7.5501,32.9491,25.7537,54.6,2.94,128.0,0.61,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,55,7.5378,32.9606,25.7644,54.6,2.92,127.0,0.606,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,56,7.5267,32.9713,25.7744,54.6,2.91,126.7,0.61,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,57,7.5187,32.9799,25.7823,54.7,2.91,126.7,0.609,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,58,7.4993,33.0003,25.801,54.5,2.91,126.6,0.601,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,59,7.4806,33.0193,25.8186,54.4,2.89,125.6,0.61,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,60,7.4627,33.0376,25.8355,54.2,2.85,123.9,0.6,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,61,7.3758,33.1281,25.9188,54.1,2.47,107.4,0.598,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,62,7.3457,33.1583,25.9467,54.1,2.45,106.7,0.598,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,63,7.2561,33.2517,26.0326,54.0,2.45,106.5,0.594,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,64,7.1911,33.3187,26.0943,53.3,2.46,106.8,0.583,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,65,7.1103,33.4054,26.1736,53.1,2.46,107.2,0.579,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,66,7.0858,33.4304,26.1966,51.2,2.47,107.5,0.583,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,67,7.0855,33.4299,26.1963,51.0,2.48,107.7,0.586,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,68,7.0851,33.4302,26.1966,50.0,2.48,107.9,0.586,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,69,7.0849,33.4302,26.1966,49.8,2.48,108.0,0.575,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,70,7.0839,33.4309,26.1973,49.7,2.48,107.9,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,71,7.0816,33.4331,26.1993,49.7,2.47,107.6,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,72,7.0791,33.4376,26.2032,50.0,2.45,106.7,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,73,7.0782,33.4386,26.2041,50.0,2.45,106.7,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,74,7.0767,33.4407,26.206,50.0,2.44,106.2,0.569,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,75,7.0731,33.4447,26.2096,50.0,2.44,106.0,0.5720000000000001,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,76,7.0708,33.4478,26.2124,50.0,2.43,105.7,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,77,7.0682,33.4514,26.2156,49.9,2.41,104.9,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,78,7.0659,33.4538,26.2178,49.8,2.38,103.7,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,79,7.0601,33.4604,26.2237,49.7,2.34,101.8,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,80,7.0533,33.468,26.2307,49.6,2.29,99.8,0.57,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,81,7.0357,33.4844,26.246,49.7,2.27,98.9,0.5660000000000001,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,82,6.9994,33.5136,26.2739,49.5,2.27,98.6,0.574,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,83,6.9849,33.5239,26.284000000000002,49.2,2.24,97.6,0.563,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,84,6.977,33.5296,26.2895,49.3,2.17,94.4,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,85,6.9728,33.5327,26.2925,49.2,2.09,90.9,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,86,6.9579,33.5425,26.3023,49.2,2.05,89.1,0.563,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,87,6.9110000000000005,33.5717,26.3316,48.6,2.05,89.1,0.563,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,88,6.874,33.593,26.3534,45.4,2.05,89.0,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,89,6.8684,33.5959,26.3564,43.5,2.04,88.8,0.5660000000000001,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,90,6.8642,33.5987,26.3592,42.8,2.04,88.6,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,91,6.8641,33.599000000000004,26.3595,42.7,2.04,88.5,0.5660000000000001,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,92,6.8619,33.6006,26.361,42.6,2.03,88.3,0.5670000000000001,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,93,6.8573,33.6032,26.3637,42.2,2.02,88.0,0.564,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,94,6.8576,33.6029,26.3634,41.9,2.02,87.7,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,95,6.8549,33.6047,26.3652,41.6,2.02,87.8,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,96,6.8514,33.6072,26.3676,41.0,2.02,87.7,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,97,6.8502,33.6081,26.3685,40.7,2.01,87.5,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,98,6.8484,33.6096,26.3699,40.5,2.02,87.7,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,99,6.8478,33.6099,26.3702,40.6,2.02,87.8,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,100,6.8481,33.6099,26.3702,40.6,2.02,87.7,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,101,6.848,33.6101,26.3704,40.7,2.02,87.7,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,102,6.8475,33.6105,26.3707,40.6,2.02,87.7,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,103,6.8477,33.6105,26.3707,40.2,2.01,87.5,0.5670000000000001,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,104,6.8477,33.6108,26.371,40.4,2.01,87.5,0.565,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,105,6.8479,33.6108,26.3709,40.3,2.01,87.6,0.57,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,106,6.8478,33.6109,26.371,40.3,2.01,87.5,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,107,6.8478,33.611,26.3711,40.3,2.0,86.9,0.563,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,108,6.848,33.611,26.3711,40.4,2.01,87.3,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,109,6.8481,33.611,26.3711,40.1,2.01,87.4,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,110,6.8478,33.6114,26.3714,40.2,2.01,87.4,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,111,6.8473,33.6121,26.372,40.3,2.01,87.3,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,112,6.8471,33.6122,26.3721,40.2,2.0,87.1,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,113,6.8469,33.6125,26.3724,39.7,2.0,86.8,0.565,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,114,6.8461,33.6131,26.373,39.9,2.0,87.0,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,115,6.8463,33.6131,26.373,40.1,2.0,87.1,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,116,6.8468,33.613,26.3728,40.0,2.0,87.1,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,117,6.8472,33.6129,26.3727,40.2,2.0,87.2,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,118,6.8471,33.6131,26.3729,40.4,2.0,87.2,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,119,6.8471,33.6131,26.3729,40.3,2.0,87.2,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,120,6.8463,33.6135,26.3733,40.2,2.0,87.2,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,121,6.8462,33.6136,26.3734,40.0,2.0,87.2,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,122,6.8461,33.6135,26.3733,39.5,2.0,87.0,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,123,6.8438,33.6146,26.3745,39.4,1.98,86.0,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,125,6.8417,33.616,26.3759,40.3,1.98,86.1,0.5539999999999999,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,126,6.8391,33.6174,26.3773,40.3,1.98,86.2,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,127,6.8384,33.6177,26.3776,39.9,1.98,86.3,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,128,6.8369,33.6185,26.3785,39.8,1.99,86.4,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,129,6.8362,33.6187,26.3787,39.3,1.99,86.4,0.555,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,130,6.8363,33.6185,26.3786,39.2,1.98,86.1,0.562,0.0
2013-17-0002.ctd,UTC,08-06-13, 18:15,2,48.574329999999996,-125.50333,P1,Mid-ship,131,6.8368,33.6182,26.3783,39.2,1.98,85.9,0.557,0.0
